rxn_id_old,rxn_id,rxn_description,include,notes,ctrack,mapping,,
None,NDPK2_reverse_Full,,,individual,1 xutp_c 1 xadp_c > 1 xudp_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs,,
None,NDPK3_reverse,,,individual,,,,
None,NDPK3_reverse_Full,,,individual,1 xctp_c 1 xadp_c > 1 xcdp_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs,,
None,NDPK4_reverse,,,individual,,,,
None,NDPK4_reverse_Full,,,individual,1 xdttp_c 1 xadp_c > 1 xdtdp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
None,NMNAT,,TRUE,add NADSALVAGE,,,,
None,NMNAT_Full,,TRUE,add NADSALVAGE,1 xnmn_c 1 xatp_c > 1 xnad_c,#abcdefghijk #lmnopqrstu > #abcdefghijklmnopqrstu,,
None,NMNDA,,TRUE,add NADSALVAGE,,,,
None,NMNDA_Full,,TRUE,add NADSALVAGE,1 xnmn_c > 1 xnicrnt_c,#abcdefghijk > #abcdefghijk,,
None,NMNN,,TRUE,add NADSALVAGE,,,,
None,NMNN_Full,,TRUE,add NADSALVAGE,1 xnmn_c > 1 xr5p_c 1 xncam_c,#abcdefghijk > #abcde #fghijk,,
None,NNAM,,TRUE,add NADSALVAGE,,,,
None,NNAM_Full,,TRUE,add NADSALVAGE,1 xncam_c > 1 xnac_c,#abcdef > #abcdef,,
None,NTD1,,,,,,,
None,NTD1_Full,5'-nucleotidase (dUMP),,individual,1 xdump_c > 1 xduri_c ,#abcdefghi > #abcdefghi ,,
None,NTD10,,,,,,,
None,NTD10_Full,5'-nucleotidase (XMP),,individual,1 xxmp_c > 1 xxtsn_c ,#abcdefghij > #abcdefghij,,
None,NTD11,,,,,,,
None,NTD11_Full,5'-nucleotidase (IMP),,individual,1 ximp_c > 1 xins_c ,#abcdefghij > #abcdefghij,,
None,NTD12,,,,,,,
None,NTD12_Full,5'-nucleotidase (dIMP),,individual,1 xdimp_c > 1 xdin_c ,#abcdefghij > #abcdefghij,,
None,NTD2,,,,,,,
None,NTD2_Full,5'-nucleotidase (UMP),,individual,1 xump_c > 1 xuri_c ,#abcdefghi > #abcdefghi ,,
None,NTD3,,,,,,,
None,NTD3_Full,5'-nucleotidase (dCMP),,individual,1 xdcmp_c > 1 xdcyt_c ,#abcdefghi > #abcdefghi ,,
None,NTD4,,,,,,,
None,NTD4_Full,5'-nucleotidase (CMP),,individual,1 xcmp_c > 1 xcytd_c ,#abcdefghi > #abcdefghi ,,
None,NTD5,,,,,,,
None,NTD5_Full,5'-nucleotidase (dTMP),,individual,1 xdtmp_c > 1 xthymd_c ,#abcdefghij > #abcdefghij,,
None,NTD6,,,,,,,
None,NTD6_Full,5'-nucleotidase (dAMP),,individual,1 xdamp_c >,#abcdefghij >,,
None,NTD7,,,,,,,
None,NTD7_Full,5'-nucleotidase (AMP),,individual,1 xamp_c > 1 xadn_c ,#abcdefghi > #abcdefghi ,,
None,NTD8,,,,,,,
None,NTD8_Full,5'-nucleotidase (dGMP),,individual,1 xdgmp_c > 1 xdgsn_c ,#abcdefghij > #abcdefghij,,
None,NTD9,,,,,,,
None,NTD9_Full,5'-nucleotidase (GMP),,individual,1 xgmp_c > 1 xgsn_c ,#abcdefghij > #abcdefghij,,
None,NTP1,,,,,,,
None,NTP1_Full,nucleoside-triphosphatase (ATP),,individual,1 xatp_c > 1 xadp_c ,#abcdefghij > #abcdefghij,,
None,NTP10,,,,,,,
None,NTP10_Full,nucleoside-triphosphatase (ITP),,individual,1 xitp_c > 1 xidp_c ,#abcdefghij > #abcdefghij,,
None,NTP11,,,,,,,
None,NTP11_Full,nucleoside-triphosphatase (dITP),,individual,1 xditp_c > 1 xdidp_c ,#abcdefghij > #abcdefghij,,
None,NTP12,,,,,,,
None,NTP12_Full,nucleoside-triphosphatase (XTP),,individual,1 xxtp_c > 1 xxdp_c ,#abcdefghij > #abcdefghij,,
None,NTP3,,,,,,,
None,NTP3_Full,nucleoside-triphosphatase (GTP),,individual,1 xgtp_c > 1 xgdp_c ,#abcdefghij > #abcdefghij,,
None,NTP5,,,,,,,
None,NTP5_Full,nucleoside-triphosphatase (CTP),,individual,1 xctp_c > 1 xcdp_c ,#abcdefghi > #abcdefghi ,,
None,NTPP1,,,,,,,
None,NTPP1_Full,Nucleoside triphosphate pyrophosphorylase (dgtp),,individual,1 xdgtp_c > 1 xdgmp_c ,#abcdefghij > #abcdefghij,,
None,NTPP10,,,,,,,
None,NTPP10_Full,Nucleoside triphosphate pyrophosphorylase (ditp),,individual,1 xditp_c > 1 xdimp_c ,#abcdefghij > #abcdefghij,,
None,NTPP11,,,,,,,
None,NTPP11_Full,Nucleoside triphosphate pyrophosphorylase (xtp),,individual,1 xxtp_c > 1 xxmp_c ,#abcdefghij > #abcdefghij,,
None,NTPP2,,,,,,,
None,NTPP2_Full,Nucleoside triphosphate pyrophosphorylase (gtp),,individual,1 xgtp_c > 1 xgmp_c ,#abcdefghij > #abcdefghij,,
None,NTPP3,,,,,,,
None,NTPP3_Full,Nucleoside triphosphate pyrophosphorylase (dctp),,individual,1 xdctp_c > 1 xdcmp_c ,#abcdefghi > #abcdefghi ,,
None,NTPP4,,,,,,,
None,NTPP4_Full,Nucleoside triphosphate pyrophosphorylase (ctp),,individual,1 xctp_c > 1 xcmp_c ,#abcdefghi > #abcdefghi ,,
None,NTPP5,,,,,,,
None,NTPP5_Full,Nucleoside triphosphate pyrophosphorylase (datp),,individual,1 xdatp_c > 1 xdamp_c ,#abcdefghij > #abcdefghij,,
None,NTPP7,,,,,,,
None,NTPP7_Full,Nucleoside triphosphate pyrophosphorylase (dttp),,individual,1 xdttp_c > 1 xdtmp_c ,#abcdefghij > #abcdefghij,,
None,NTPP8,,,,,,,
None,NTPP8_Full,Nucleoside triphosphate pyrophosphorylase (utp),,individual,1 xutp_c > 1 xump_c ,#abcdefghi > #abcdefghi ,,
None,NTPP9,,,,,,,
None,NTPP9_Full,Nucleoside triphosphate pyrophosphorylase (itp),,individual,1 xitp_c > 1 ximp_c ,#abcdefghij > #abcdefghij,,
None,NTPTP1,,,,,,,
None,NTPTP1_Full,Nucleoside triphosphate tripolyhydrolase,,individual,1 xdgtp_c > 1 xdgsn_c ,#abcdefghij > #abcdefghij,,
None,NTPTP2,,,,,,,
None,NTPTP2_Full,Nucleoside triphosphate tripolyhydrolase,,individual,1 xgtp_c > 1 xgsn_c ,#abcdefghij > #abcdefghij,,
None,OAADC,,,individual,1 xoaa_c > 1 xpyr_c 1 xco2_c,#abcd > #abc #d,,
None,OBTFL,,TRUE,individual,1 x2obut_c > 1 xfor_c 1 xppcoa_c,#abcd > #a #bcd,,
None,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",,,,,,
None,PDE1_Full,"3',5'-cyclic-nucleotide phosphodiesterase",,individual,1 xcamp_c > 1 xamp_c ,#abcdefghij > #abcdefghij,,
None,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",,,,,,
None,PDE4_Full,"3',5'-cyclic-nucleotide phosphodiesterase",,individual,1 x35cgmp_c > 1 xgmp_c ,#abcdefghij > #abcdefghij,,
None,PE160abcpp,,TRUE,individual,,,,
None,PE161abcpp,,TRUE,individual,,,,
None,PE181abcpp,,TRUE,individual,,,,
None,PFK_3,phosphofructokinase (s7p),,individual,1 xs7p_c > 1 xs17bp_c ,#abcdefg > #abcdefg,,
None,PG160abcpp,,TRUE,individual,1 xpg160_c > 1 xpg160_p,#abc > #abc,,
None,PG161abcpp,,TRUE,individual,1 xpg161_c > 1 xpg161_p,#abc > #abc,,
None,PG181abcpp,,TRUE,individual,1 xpg181_c > 1 xpg181_p,#abc > #abc,,
None,PMANM,,TRUE,individual,1 xman1p_c > 1 xman6p_c,#abcdef > #abcdef,,
None,PMANM_reverse,,TRUE,individual,1 xman6p_c > 1 xman1p_c,#abcdef > #abcdef,,
None,POR5_coa,pyruvate synthase,,individual,1 xcoa_c 1 xpyr_c > 1 xaccoa_c 1 xco2_c,#ABCDEFGHIJKLMNOPQRSTU #abc > #ABCDEFGHIJKLMNOPQRSTUbc #a,,
None,POR5,pyruvate synthase,,individual,1 xpyr_c > 1 xaccoa_c 1 xco2_c,#abc > #bc #a,,
None,POR5_reverse_coa,,,individual,1 xaccoa_c 1 xco2_c > 1 xcoa_c 1 xpyr_c,#ABCDEFGHIJKLMNOPQRSTUab #c > #ABCDEFGHIJKLMNOPQRSTU #cab,,
None,POR5_reverse,,,individual,1 xaccoa_c 1 xco2_c > 1 xpyr_c,#ab #c > #cab,,
None,PPAKr,,TRUE,individual,1 xppap_c > 1 xppa_c,#abc > #abc,,
None,PPAKr_reverse,,TRUE,individual,1 xppa_c > 1 xppap_c,#abc > #abc,,
None,PPCSCT_coa,,TRUE,individual,1 xsucc_c 1 xppcoa_c > 1 xppa_c 1 xsuccoa_c,"#abcd #ABCDEFGHIJKLMNOPQRSTUefg > #efg #ABCDEFGHIJKLMNOPQRSTUabcd,#abcd #ABCDEFGHIJKLMNOPQRSTUefg > #efg #ABCDEFGHIJKLMNOPQRSTUdcba",,
None,PPCSCT,,TRUE,individual,1 xsucc_c 1 xppcoa_c > 1 xppa_c 1 xsuccoa_c,"#abcd #efg > #efg #abcd,#abcd #efg > #efg #dcba",,
None,PPM,,TRUE,individual,1 xr1p_c > 1 xr5p_c,#abcde > #abcde,,
None,PPM,,TRUE,individual,1 xr1p_c > 1 xr5p_c,#abcde > #abcde,,
None,PPM_reverse,,TRUE,individual,1 xr5p_c > 1 xr1p_c,#abcde > #abcde,,
None,PPM_reverse,,TRUE,individual,1 xr5p_c > 1 xr1p_c,#abcde > #abcde,,
None,PPM2,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,1 x2dr1p_c > 1 x2dr5p_c,#abcde > #abcde,,
None,PPM2_reverse,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,1 x2dr5p_c > 1 x2dr1p_c,#abcde > #abcde,,
None,PTA2,,TRUE,individual,1 xppcoa_c > 1 xppap_c,#abc > #abc,,
None,PUNP1,,TRUE,individual,,,,
None,PUNP1_Full,,TRUE,individual,1 xadn_c > 1 xade_c 1 xr1p_c,#abcdefghij > #fghij #abcde ,,
None,PUNP1_reverse,,TRUE,individual,1 xr1p_c >,#abcde >,,
None,PUNP1_reverse_Full,,TRUE,individual,1 xade_c 1 xr1p_c > 1 xadn_c,#abcde #fghij > #abcdefghij ,,
None,PUNP3,,TRUE,individual,,,,
None,PUNP3_Full,,TRUE,individual,1 xgsn_c > 1 xgua_c 1 xr1p_c,#abcdefghij > #fghij #abcde ,,
None,PUNP3_reverse,,TRUE,individual,1 xr1p_c >,#abcde >,,
None,PUNP3_reverse_Full,,TRUE,individual,1 xgua_c 1 xr1p_c > 1 xgsn_c,#abcde #fghij > #abcdefghij ,,
None,PUNP5,,TRUE,individual,,,,
None,PUNP5_Full,,TRUE,individual,1 xins_c > 1 xhxan_c 1 xr1p_c,#abcdefghij > #fghij #abcde ,,
None,PUNP5_reverse,,TRUE,individual,1 xr1p_c >,#abcde >,,
None,PUNP5_reverse_Full,,TRUE,individual,1 xhxan_c 1 xr1p_c > 1 xins_c,#abcde #fghij > #abcdefghij ,,
None,PUNP7,,TRUE,individual,,,,
None,PUNP7_Full,,TRUE,individual,1 xxtsn_c > 1 xr1p_c 1 xxan_c,#abcdefghij > #abcde #fghij ,,
None,PUNP7_reverse,,TRUE,individual,1 xr1p_c >,#abcde >,,
None,PUNP7_reverse_Full,,TRUE,individual,1 xr1p_c 1 xxan_c > 1 xxtsn_c,#abcde #fghij > #abcdefghij ,,
None,PYNP2r,,TRUE,individual,,,,
None,PYNP2r_Full,,TRUE,individual,1 xuri_c > 1 xura_c 1 xr1p_c,#abcdefghi > #fghi #abcde ,,
None,PYNP2r_reverse,,TRUE,individual,1 xr1p_c >,#abcde >,,
None,PYNP2r_reverse_Full,,TRUE,individual,1 xura_c 1 xr1p_c > 1 xuri_c,#abcd #efghi > #abcdefghi ,,
None,R15BPK,,TRUE,individual,1 xr15bp_c > 1 xprpp_c,#abcde > #abcde,,
None,R1PK,,TRUE,individual,1 xr1p_c > 1 xr15bp_c,#abcde > #abcde,,
None,R5PP,,TRUE,individual,1 xr5p_c > 1 xrib_DASH_D_c,#abcde > #abcde,,
None,RBK,,TRUE,individual,1 xrib_DASH_D_c > 1 xr5p_c,#abcde > #abcde,,
None,RBP4E,,TRUE,individual,1 xru5p_DASH_L_c > 1 xxu5p_DASH_D_c,#abcde > #abcde,,
None,RBP4E_reverse,,TRUE,individual,1 xxu5p_DASH_D_c > 1 xru5p_DASH_L_c,#abcde > #abcde,,
None,REPHACCOAI,,FALSE,not included,,,,
None,REPHACCOAI_reverse,,FALSE,not included,,,,
None,RMI,,FALSE,not included; growth on L-rhamnose,1 xrmn_c > 1 xrml_c,#abcdef > #abcdef,,
None,RMI_reverse,,FALSE,not included; growth on L-rhamnose,1 xrml_c > 1 xrmn_c,#abcdef > #abcdef,,
None,RMPA,,FALSE,not included; growth on L-rhamnose,,,,
None,RMPA_reverse,,FALSE,not included; growth on L-rhamnose,,,,
None,RNDR1,ribonucleoside-diphosphate reductase (ADP),,individual,,,,
None,RNDR1_Full,ribonucleoside-diphosphate reductase (ADP),,individual,1 xadp_c > 1 xdadp_c,#abcdefghij > #abcdefghij,,
None,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),,individual,,,,
None,RNDR1b_Full,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),,individual,1 xadp_c > 1 xdadp_c,#abcdefghij > #abcdefghij,,
None,RNDR2,ribonucleoside-diphosphate reductase (GDP),,individual,,,,
None,RNDR2_Full,ribonucleoside-diphosphate reductase (GDP),,individual,1 xgdp_c > 1 xdgdp_c ,#abcdefghij > #abcdefghij,,
None,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),,individual,,,,
None,RNDR2b_Full,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),,individual,1 xgdp_c > 1 xdgdp_c,#abcdefghij > #abcdefghij,,
None,RNDR3,ribonucleoside-diphosphate reductase (CDP),,individual,,,,
None,RNDR3_Full,ribonucleoside-diphosphate reductase (CDP),,individual,1 xcdp_c > 1 xdcdp_c ,#abcdefghij > #abcdefghij,,
None,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),,individual,,,,
None,RNDR3b_Full,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),,individual,1 xcdp_c > 1 xdcdp_c,#abcdefghij > #abcdefghij,,
None,RNDR4,ribonucleoside-diphosphate reductase (UDP),,individual,,,,
None,RNDR4_Full,ribonucleoside-diphosphate reductase (UDP),,individual,1 xudp_c > 1 xdudp_c ,#abcdefghi > #abcdefghi ,,
None,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),,individual,,,,
None,RNDR4b_Full,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),,individual,1 xudp_c > 1 xdudp_c,#abcdefghi > #abcdefghi ,,
None,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),,individual,,,,
None,RNTR1c2_Full,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),,individual,1 xatp_c > 1 xdatp_c,#abcdefghij > #abcdefghij,,
None,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),,individual,,,,
None,RNTR2c2_Full,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),,individual,1 xgtp_c > 1 xdgtp_c,#abcdefghij > #abcdefghij,,
None,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),,individual,,,,
None,RNTR3c2_Full,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),,individual,1 xctp_c > 1 xdctp_c,#abcdefghi > #abcdefghi ,,
None,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),,individual,,,,
None,RNTR4c2_Full,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),,individual,1 xutp_c > 1 xdutp_c,#abcdefghi > #abcdefghi ,,
None,SADH,Succinylarginine dihydrolase,,individual,,,,
None,SBTPD,,FALSE,not included; growth on Sorbitol,1 xsbt6p_c > 1 xf6p_c,#abcdef > #abcdef,,
None,SBTPD_reverse,,FALSE,not included; growth on Sorbitol,1 xf6p_c > 1 xsbt6p_c,#abcdef > #abcdef,,
None,SERD_D,,,individual,1 xser_DASH_D_c > 1 xpyr_c,#abc > #abc,,
None,SGDS,Succinylglutamate desuccinylase,,individual,,,,
None,SGSAD,Succinylglutamic semialdehyde dehydrogenase,,individual,,,,
None,SOTA,Succinylornithine transaminase,,individual,,,,
None,TAGURr,,FALSE,not included; growth on galacturonate,,,,
None,TAGURr_reverse,,FALSE,not included; growth on galacturonate,,,,
None,TGBPA,,FALSE,not included; growth on galactitol,,,,
None,TGBPA_reverse,,FALSE,not included; growth on galactitol,,,,
None,THFAT,,,individual,1 xmethf_c > 1 x5fthf_c,#a > #a,,
None,THIAMIN,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,combo,1 xair_c 1 xamet_c > 1 xmet_DASH_L_c 1 xco_c 1 xfor_c,#abcdefgh #123456789Aijklm > #ijklm #d #f,,
None,THIAMIN_ametNEG,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,combo,1 xair_c > 1 xco_c 1 xfor_c,#abcdefgh > #d #f,,
None,THRt2rpp_reverse,,,individual,1 xthr_DASH_L_c > 1 xthr_DASH_L_p,#abcd > #abcd,,
None,THRt4pp,,,individual,1 xthr_DASH_L_p > 1 xthr_DASH_L_c,#abcd > #abcd,,
None,TMDK1,thymidine kinase (ATP:thymidine),,individual,,,,
None,TMDK1_Full,thymidine kinase (ATP:thymidine),,individual,1 xatp_c 1 xthymd_c > 1 xadp_c 1 xdtmp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
None,TRE6PH,,TRUE,individual,1 xtre6p_c > 1 xg6p_c 1 xglc_DASH_D_c,#abcdefghijkl > #abcdef #ghijkl,,
None,TRE6PP,,TRUE,individual,1 xtre6p_c > 1 xtre_c,#abcdefghijkl > #abcdefghijkl,,
None,TRE6PS,,TRUE,individual,1 xg6p_c 1 xudpg_c > 1 xtre6p_c 1 xudp_c,#abcdef #ghijklmnopqrstu > #abcdefghijkl #mnopqrstu,,
None,TREH,,TRUE,individual,1 xtre_c > 1 xglc_DASH_D_c 1 xglc_DASH_D_c,#abcdefghijkl > #abcdef #ghijkl,,
None,TRSARr_reverse,,TRUE,individual,1 xglyc_DASH_R_c > 1 x2h3oppan_c,#abc > #abc,,
None,UDPG4E,,TRUE,individual,1 xudpg_c > 1 xudpgal_c,#abcdefghijklmno > #abcdefghijklmno,,
None,UDPG4E_reverse,,TRUE,individual,1 xudpgal_c > 1 xudpg_c,#abcdefghijklmno > #abcdefghijklmno,,
None,UGLT,,TRUE,individual,1 xudpg_c 1 xgal1p_c > 1 xudpgal_c 1 xg1p_c,#abcdefghijklmno #pqrstu > #abcdefghipqrstu #jklmno,,
None,UGLT_reverse,,TRUE,individual,1 xudpgal_c 1 xg1p_c > 1 xudpg_c 1 xgal1p_c,#abcdefghijklmno #pqrstu > #abcdefghipqrstu #jklmno,,
None,UMPK_reverse,,,individual,,,,
None,UMPK_reverse_Full,,,individual,1 xudp_c 1 xadp_c > 1 xump_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs,,
None,UPPRT,,TRUE,individual,1 xprpp_c >,#abcde >,,
None,UPPRT_Full,,TRUE,individual,1 xura_c 1 xprpp_c > 1 xump_c,#abcd #efghi > #abcdefghi,,
None,URIH,,TRUE,individual,,,,
None,URIK2,uridine kinase (GTP:Uridine),,individual,,,,
None,URIK2_Full,uridine kinase (GTP:Uridine),,individual,1 xgtp_c 1 xuri_c > 1 xgdp_c 1 xump_c ,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs,,
None,VITB6,"['E4PD','PERD','OHPBAT','PDX5PS','PDX5PO2']",TRUE,combo,1 xe4p_c 1 xglu_DASH_L_c > 1 xakg_c 1 xco2_c,#abcd #efghi > #efghi #a,,
None,VPAMTr,Valine-pyruvate aminotransferase,,individual,1 x3mob_c 1 xala_DASH_L_c > 1 xpyr_c 1 xval_DASH_L_c ,#abcde #fgh > #fgh #abcde,,
None,VPAMTr_reverse,,,individual,1 xpyr_c 1 xval_DASH_L_c > 1 x3mob_c 1 xala_DASH_L_c ,#abc #defgh > #defgh #abc,,
None,XPPT,,TRUE,individual,1 xprpp_c >,#abcde >,,
None,XPPT_Full,,TRUE,individual,1 xxan_c 1 xprpp_c > 1 xxmp_c,#abcde #fghij > #abcdefghij,,
None,XTSNH,Xanthosine hydrolase,,individual,,,,
None,XTSNH_Full,Xanthosine hydrolase,,individual,1 xxtsn_c > 1 xrib_DASH_D_c 1 xxan_c ,#abcdefghij > #abcde #fghij,,
None,XYLI1,,TRUE,individual,1 xxyl_DASH_D_c > 1 xxylu_DASH_D_c,#abcde > #abcde,,
None,XYLI1_reverse,,TRUE,individual,1 xxylu_DASH_D_c > 1 xxyl_DASH_D_c,#abcde > #abcde,,
None,XYLI2,,TRUE,individual,1 xglc_DASH_D_c > 1 xfru_c,#abcdef > #abcdef,,
None,XYLI2_reverse,,TRUE,individual,1 xfru_c > 1 xglc_DASH_D_c,#abcdef > #abcdef,,
NTPP6,NTPP6,,TRUE,modified,,,,
NTPP6,NTPP6_Full,,TRUE,modified,1 xatp_c > 1 xamp_c,#abcdefghij > #abcdefghij,,
OCBT,OCBT,,TRUE,individual,1 xcbp_c 1 xorn_c > 1 xcitr_DASH_L_c,#a #bcdef > #bcdefa,,
OCBT_r,OCBT_reverse,,TRUE,individual,1 xcitr_DASH_L_c > 1 xcbp_c 1 xorn_c,#bcdefa > #a #bcdef,,
OMCDC,OMCDC,,TRUE,individual,1 x3c4mop_c > 1 x4mop_c 1 xco2_c,#abcdefg > #abcdeg #f,,
ORNDC,ORNDC,,TRUE,individual,1 xorn_c > 1 xco2_c 1 xptrc_c,"#abcde > #a #bcde,#abcde > #a #edcb",,
P5CD,P5CD,,TRUE,individual,1 x1pyr5c_c > 1 xglu_DASH_L_c,#abcde > #abcde,,
P5CR,P5CR,,TRUE,individual,1 x1pyr5c_c > 1 xpro_DASH_L_c,#abcde > #abcde,,
PDH,PDH_coa,,TRUE,individual,1 xcoa_c 1 xpyr_c > 1 xaccoa_c 1 xco2_c,#ABCDEFGHIJKLMNOPQRSTU #abc > #ABCDEFGHIJKLMNOPQRSTUbc #a,,
PDH,PDH,,TRUE,individual,1 xpyr_c > 1 xaccoa_c 1 xco2_c,#abc > #bc #a,,
PFK,PFK,,TRUE,individual,1 xf6p_c > 1 xfdp_c,#abcdef > #abcdef,,
PFL,PFL_coa,,TRUE,individual,1 xcoa_c 1 xpyr_c > 1 xaccoa_c 1 xfor_c,#ABCDEFGHIJKLMNOPQRSTU #abc > #ABCDEFGHIJKLMNOPQRSTUbc #a,,
PFL,PFL,,TRUE,individual,1 xpyr_c > 1 xaccoa_c 1 xfor_c,#abc > #bc #a,,
PGI,PGI,,TRUE,individual,1 xg6p_c > 1 xf6p_c,#abcdef > #abcdef,,
PGI_r,PGI_reverse,,TRUE,individual,1 xf6p_c > 1 xg6p_c,#abcdef > #abcdef,,
PGK,PGK,,TRUE,individual,1 x3pg_c > 1 x13dpg_c,#abc > #abc,,
PGK_r,PGK_reverse,,TRUE,individual,1 x13dpg_c > 1 x3pg_c,#abc > #abc,,
PGL,PGL,,TRUE,individual,1 x6pgl_c > 1 x6pgc_c,#abcdef > #abcdef,,
PGM,PGM,,TRUE,individual,1 x2pg_c > 1 x3pg_c,#abc > #abc,,
PGM_r,PGM_reverse,,TRUE,individual,1 x3pg_c > 1 x2pg_c,#abc > #abc,,
PGMT,PGMT,,TRUE,individual,1 xg1p_c > 1 xg6p_c,#abcdef > #abcdef,,
PGMT_r,PGMT_reverse,,TRUE,individual,1 xg6p_c > 1 xg1p_c,#abcdef > #abcdef,,
PHETA1,PHETA1,,TRUE,individual,1 xakg_c 1 xphe_DASH_L_c > 1 xglu_DASH_L_c 1 xphpyr_c,"#abcde #fghijklmn > #abcde #fghijklmn,#abcde #fghinmlkj > #abcde #fghijklmn,#abcde #fghijklmn > #abcde #fghinmlkj,#abcde #fghinmlkj > #abcde #fghinmlkj",,
PHETA1_r,PHETA1_reverse,,TRUE,individual,1 xglu_DASH_L_c 1 xphpyr_c > 1 xakg_c 1 xphe_DASH_L_c,"#abcde #fghijklmn > #abcde #fghijklmn,#abcde #fghijklmn > #abcde #fghinmlkj,#abcde #fghinmlkj > #abcde #fghijklmn,#abcde #fghinmlkj > #abcde #fghinmlkj",,
POX,POX,,TRUE,individual,1 xpyr_c > 1 xac_c 1 xco2_c,#abc > #bc #a,,
PPC,PPC,,TRUE,individual,1 xco2_c 1 xpep_c > 1 xoaa_c,#a #bcd > #bcda,,
PPCK,PPCK,,TRUE,individual,1 xoaa_c > 1 xco2_c 1 xpep_c,#abcd > #d #abc,,
PPND,PPND,,TRUE,individual,1 xpphn_c > 1 x34hpp_c 1 xco2_c,"#abcdefghij > #abcdefghi #j,#abcdefghij > #abcdihgfe #j",,
PPNDH,PPNDH,,TRUE,individual,1 xpphn_c > 1 xco2_c 1 xphpyr_c,"#abcdefghij > #j #abcdefghi,#abcdefghij > #j #abcdihgfe",,
PPS,PPS,,TRUE,individual,1 xpyr_c > 1 xpep_c,#abc > #abc,,
PROD2,PROD2,,TRUE,individual,1 xpro_DASH_L_c > 1 x1pyr5c_c,#abcde > #abcde,,
PRPPS,PRPPS,,TRUE,individual,1 xr5p_c > 1 xprpp_c,#abcde > #abcde,,
PRPPS_r,PRPPS_reverse,,TRUE,individual,1 xprpp_c > 1 xr5p_c,#abcde > #abcde,,
PSCVT,PSCVT,,TRUE,individual,1 xpep_c 1 xskm5p_c > 1 x3psme_c,#abc #defghij > #defghijbac,,
PSCVT_r,PSCVT_reverse,,TRUE,individual,1 x3psme_c > 1 xpep_c 1 xskm5p_c,#defghijbac > #abc #defghij,,
PTAr,PTAr_coa,,TRUE,individual,1 xaccoa_c > 1 xactp_c 1 xcoa_c ,#ABCDEFGHIJKLMNOPQRSTUab > #ab #ABCDEFGHIJKLMNOPQRSTU,,
PTAr,PTAr,,TRUE,individual,1 xaccoa_c > 1 xactp_c,#ab > #ab,,
PTAr_r,PTAr_reverse_coa,,TRUE,individual,1 xactp_c 1 xcoa_c > 1 xaccoa_c,#ab #ABCDEFGHIJKLMNOPQRSTU > #ABCDEFGHIJKLMNOPQRSTUab,,
PTAr_r,PTAr_reverse,,TRUE,individual,1 xactp_c > 1 xaccoa_c,#ab > #ab,,
PYK,PYK,,TRUE,individual,1 xpep_c > 1 xpyr_c,#abc > #abc,,
PYRt2r,PYRt2rpp,,TRUE,individual,1 xpyr_p > 1 xpyr_c,#abc > #abc,,
PYRt2r,PYRtex,,TRUE,individual,1 xpyr_p > 1 xpyr_e,#abc > #abc,,
PYRt2r_reverse,PYRt2rpp_reverse,,TRUE,individual,1 xpyr_c > 1 xpyr_p,#abc > #abc,,
PYRt2r_reverse,PYRtex_reverse,,TRUE,individual,1 xpyr_e > 1 xpyr_p,#abc > #abc,,
rACONT,ACONTa,,TRUE,individual,1 xcit_c > 1 xacon_DASH_C_c,#abcdef > #abcdef,,
rACONT,ACONTb,,TRUE,individual,1 xacon_DASH_C_c > 1 xicit_c,#abcdef > #abcdef,,
rACONT_r,ACONTa_reverse,,TRUE,individual,1 xacon_DASH_C_c > 1 xcit_c,#abcdef > #abcdef,,
