mapping_id,rxn_id_modified,rxn_id,rxn_description,used_,comments_,reactants_elements_tracked,products_elements_tracked,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
full01,CHRPL,CHRPL,,TRUE,individual,C,C,1*chor_c,abcdefghij,1*4hbz_c+1*pyr_c,abcdefg+ihj
full01,CITL,CITL,Citrate lyase,TRUE,individual,C,C,1*cit_c,abcdef,0.5*ac_c+0.5*ac_c+0.5*oaa_c+0.5*oaa_c,ab+ed+fcde+fdba
full01,CLPNS160pp,CLPNS160pp,,TRUE,individual,C,C,1*pg160_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
full01,CLPNS161pp,CLPNS161pp,,TRUE,individual,C,C,1*pg161_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
full01,CLPNS181pp,CLPNS181pp,,TRUE,individual,C,C,1*pg181_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
full01,CMPN_Abbreviated,CMPN,CMP nucleosidase,FALSE,individual,C,C,,,,
full01,CMPN,CMPN,CMP nucleosidase,TRUE,individual,C,C,1*cmp_c,abcdefghi,1*csn_c+1*r5p_c,fghi+abcde
full01,COFACTOR_1,COFACTOR_1,"['GLUTRR','G1SAT','GLUTRS']",TRUE,combo,C,C,1*glu_DASH_L_c,abcde,,
full01,COFACTOR_10,COFACTOR_10,"['SERASr','DHBD','UPP3S','HMBS','ICHORT','DHBS']",TRUE,combo,C,C,1*ichor_c+1*ser_DASH_L_c,abcdefghij+klm,1*pyr_c,ihj
full01,COFACTOR_11,COFACTOR_11,"['PMEACPE','EGMEACPR','DBTS','AOXSr2','I2FE2SR','OPMEACPD','MALCOAMT','AMAOTr','OPMEACPS','OPMEACPR','OGMEACPD','OGMEACPR','OGMEACPS','EPMEACPR','BTS5']",TRUE,combo,C,C,1*amet_c+1*amet_c+1*amet_c+1*ala_DASH_L_c,123456789Aabcde+123456789Aabcde+123456789Aabcde+fgh,1*ahcys_c+1*met_DASH_L_c1*co2_c,123456789Aabcd+abcde+f
full01,COFACTOR_11_ametNEG,COFACTOR_11,"['PMEACPE','EGMEACPR','DBTS','AOXSr2','I2FE2SR','OPMEACPD','MALCOAMT','AMAOTr','OPMEACPS','OPMEACPR','OGMEACPD','OGMEACPR','OGMEACPS','EPMEACPR','BTS5']",FALSE,combo,C,C,1*ala_DASH_L_c,abc,1*co2_c,a
full01,COFACTOR_2,COFACTOR_2,"['DHNAOT4','UPPDC1','DHNCOAT','DHNCOAS','SEPHCHCS','SUCBZS','SUCBZL','PPPGO3','FCLT','CPPPGO','SHCHCS3']",TRUE,combo,C,C,1*akg_c+1*ichor_c+3*fum_c,abcde+fghijklmno+pqrs,1.5*succ_c+1.5*succ_c+1*co2_c+1*pyr_c,pqrs+srqp+a+nom
full01,COFACTOR_3,COFACTOR_3,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",TRUE,combo,C,C,1*amet_c+1*tyr_DASH_L_c,123456789Aabcde+fghijklmn,1*met_DASH_L_c,abcde
full01,COFACTOR_3_ametNEG,COFACTOR_3,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",FALSE,combo,C,C,1*tyr_DASH_L_c,fghijklmn,,
full01,COFACTOR_4,COFACTOR_4,"['I4FE4ST','I4FE4SR','I2FE2SS2']",TRUE,combo,C,C,,,,
full01,COFACTOR_5,COFACTOR_5,"['BMOGDS1','BMOGDS2','BMOCOS']",TRUE,combo,C,C,,,,
full01,COFACTOR_6,COFACTOR_6,"['DMPPS','GRTT','DMATT']",TRUE,combo,C,C,,,,
full01,COFACTOR_7,COFACTOR_7,"['MECDPS','DXPRIi','MEPCT','CDPMEK','MECDPDH5']",TRUE,combo,C,C,,,,
full01,COFACTOR_8,COFACTOR_8,"['LIPOS','LIPOCT']",TRUE,combo,C,C,2*amet_c,123456789Aabcde,2*met_DASH_L_c,abcde
full01,COFACTOR_8_ametNEG,COFACTOR_8,"['LIPOS','LIPOCT']",FALSE,combo,C,C,,,,
full01,COFACTOR_9,COFACTOR_9,"['OMMBLHX','OMPHHX','OPHHX','HBZOPT','DMQMT','CHRPL','OMBZLM','OPHBDC','OHPHM']",TRUE,combo,C,C,3*amet_c+1*chor_c,123456789Aabcde+fghijklmno,3*ahcys_c+1*co2_c+1*pyr_c,123456789Aabcd+f+nmo
full01,COFACTOR_9_ametNEG,COFACTOR_9,"['OMMBLHX','OMPHHX','OPHHX','HBZOPT','DMQMT','CHRPL','OMBZLM','OPHBDC','OHPHM']",FALSE,combo,C,C,1*chor_c,abcdefghij,1*co2_c+1*pyr_c,a+ihj
full01,COtex,COtex,,TRUE,individual,C,C,1*co_p,a,1*co_e,a
full01,COtex_reverse,COtex_reverse,,TRUE,individual,C,C,1*co_e,a,1*co_p,a
full01,COtpp,COtpp,,TRUE,individual,C,C,1*co_c,a,1*co_p,a
full01,COtpp_reverse,COtpp_reverse,,TRUE,individual,C,C,1*co_p,a,1*co_c,a
full01,CYTDH,CYTDH,,TRUE,individual,C,C,,,,
full01,CYTDK2_Abbreviated,CYTDK2,cytidine kinase (GTP),FALSE,individual,C,C,,,,
full01,CYTDK2,CYTDK2,cytidine kinase (GTP),TRUE,individual,C,C,1*cytd_c+1*gtp_c,abcdefghi+jklmnopqrs,1*cmp_c+1*gdp_c,abcdefghi+jklmnopqrs
full01,CYTK1_reverse_Abbreviated,CYTK1_reverse,,FALSE,individual,C,C,,,,
full01,CYTK1_reverse,CYTK1_reverse,,TRUE,individual,C,C,1*cdp_c+1*adp_c,abcdefghi+jklmnopqrs,1*atp_c+1*cmp_c,jklmnopqrs+abcdefghi
full01,CYTK2_Abbreviated,CYTK2,cytidylate kinase (dCMP),FALSE,individual,C,C,,,,
full01,CYTK2,CYTK2,cytidylate kinase (dCMP),TRUE,individual,C,C,1*atp_c+1*dcmp_c,abcdefghij+klmnopqrs,1*adp_c+1*dcdp_c,abcdefghij+klmnopqrs
full01,CYTK2_reverse_Abbreviated,CYTK2_reverse,,FALSE,individual,C,C,,,,
full01,CYTK2_reverse,CYTK2_reverse,,TRUE,individual,C,C,1*adp_c+1*dcdp_c,abcdefghij+klmnopqrs,1*dcmp_c+1*atp_c,klmnopqrs+abcdefghij
full01,DAAD,DAAD,,TRUE,individual,C,C,1*ala_DASH_D_c,abc,1*pyr_c,abc
full01,DALAt2pp,DALAt2pp,,TRUE,individual,C,C,1*ala_DASH_D_p,abc,1*ala_DASH_D_c,abc
full01,DDPGALA,DDPGALA,,FALSE,not included; growth on D-galactonate,C,C,,,,
full01,DDPGALA_reverse,DDPGALA_reverse,,FALSE,not included; growth on D-galactonate,C,C,,,,
full01,DHACOAH,DHACOAH,,FALSE,not included; involved in phenylacetate catabolism,C,C,,,,
full01,DHACOAH_reverse,DHACOAH_reverse,,FALSE,not included; involved in phenylacetate catabolism,C,C,,,,
full01,DRPA,DRPA,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,C,C,,,,
full01,DSERDHr,DSERDHr,,TRUE,individual,C,C,1*ser_DASH_D_c,abc,1*2amsa_c,abc
full01,DSERDHr_reverse,DSERDHr_reverse,,TRUE,individual,C,C,1*2amsa_c,abc,1*ser_DASH_D_c,abc
full01,DTMPK_reverse_Abbreviated,DTMPK_reverse,,FALSE,individual,C,C,,,,
full01,DTMPK_reverse,DTMPK_reverse,,TRUE,individual,C,C,1*dtdp_c+1*adp_c,abcdefghij+klmnopqrst,1*dtmp_c+1*atp_c,abcdefghij+klmnopqrst
full01,DXPS_Abbreviated,DXPS,,FALSE,individual,C,C,1*pyr_c+1*g3p_c,abc+def,1*co2_c,a
full01,DXPS,DXPS,,TRUE,individual,C,C,1*pyr_c+1*g3p_c,abc+def,1*dxyl5p_c+1*co2_c,cbdef+a
full01,Ec_biomass_iJO1366_WT_53p95M,Ec_biomass_iJO1366_WT_53p95M,,TRUE,,C,C,0.000223*ribflv_c+0.006744*spmd_c+0.149336*met_DASH_L_c+0.024805*datp_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.129799*ctp_c+0.255712*glu_DASH_L_c+54.119975*atp_c+0.000168*coa_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.209121*gtp_c+0.000223*fad_c+0.03327*ptrc_c+0.140101*utp_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.025612*dgtp_c+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.024805*dttp_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.025612*dctp_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c+0.000223*amet_c,abcdefghijklmnopq+abcdefg+hijkl+ABCDEFGHIJ+mno+pqrstuvwx+yz1+2345+6+789+ABC+ABCDEFGHIJ+DEFGH+ABCDEFGHIJ+ABCDEFGHIJKLMNOPQRSTU+ABCDEFGHIJKLMNOPQRSTUIJ+K+L+ABCDEFGHIJ+abcdefghijklmnopqABCDEFGHIJ+MNOP+ABCDEFGHIJ+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+ABCDEFGHIJKLMNOPQRSTU678+9ABCDE+FGHIJK+LMN+ABCDEFGHIJ+OPQRST+UVW+ABCDEFGHIJ+XYZ123+ABCDEFGHIJKLMNOPQRSTU4567+ABCDEFGHIJ+89abcd+efgh+ijklmnopqrs+123456789Aabcde,,
full01,Ec_biomass_iJO1366_WT_53p95M_ametNEG_coaNEG_ntpNEG,Ec_biomass_iJO1366_WT_53p95M,,FALSE,"individual; FAD, atp, gtp, utp not included",C,C,0.006744*spmd_c+0.149336*met_DASH_L_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.255712*glu_DASH_L_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.03327*ptrc_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c,abcdefg+hijkl+mno+pqrstuvwx+yz1+2345+6+789+ABC+DEFGH+IJ+K+L+MNOP+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+678+9ABCDE+FGHIJK+LMN+OPQRST+UVW+XYZ123+4567+89abcd+efgh+ijklmnopqrs,,
full01,Ec_biomass_iJO1366_WT_53p95M_ametNEG_coaNEG,Ec_biomass_iJO1366_WT_53p95M,,FALSE,"individual; FAD, utp, coa not included",C,C,0.006744*spmd_c+0.149336*met_DASH_L_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.255712*glu_DASH_L_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.03327*ptrc_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c+0.000223+amet_c+54.119975*atp_c+0.209121*gtp_c,abcdefg+hijkl+mno+pqrstuvwx+yz1+2345+6+789+ABC+DEFGH+IJ+K+L+MNOP+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+678+9ABCDE+FGHIJK+LMN+OPQRST+UVW+XYZ123+4567+89abcd+efgh+ijklmnopqrs+123456789Aabcde+ABCDEFGHIJ+ABCDEFGHIJ,,
full01,EX_co_LPAREN_e_RPAREN_,EX_co_LPAREN_e_RPAREN_,,TRUE,individual,C,C,1*co_e,a,,
full01,F6PP,F6PP,,TRUE,individual,C,C,1*f6p_c,abcdef,1*fru_c,abcdef
full01,FBA3,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",TRUE,individual,C,C,1*s17bp_c,abcdefg,1*dhap_c+1*e4p_c,abc+defg
full01,FBA3_reverse,FBA3_reverse,,TRUE,individual,C,C,1*e4p_c+1*dhap_c,abcd+efg,1*s17bp_c,gfeabcd
full01,FCI,FCI,,FALSE,not included; growth on L-fucose,C,C,1*fuc_DASH_L_c,abcdef,1*fcl_DASH_L_c,abcdef
full01,FCI_reverse,FCI_reverse,,FALSE,not included; growth on L-fucose,C,C,1*fcl_DASH_L_c,abcdef,1*fuc_DASH_L_c,abcdef
full01,FCLPA,FCLPA,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FCLPA_reverse,FCLPA_reverse,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FOMETRi,FOMETRi,,TRUE,individual,C,C,1*5fthf_c,a,1*methf_c,a
full01,FORCT,FORCT,,FALSE,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),C,C,,,,
full01,FORCT_reverse,FORCT_reverse,,FALSE,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),C,C,,,,
full01,FRULYSDG,FRULYSDG,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FRULYSDG_reverse,FRULYSDG_reverse,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FRULYSE,FRULYSE,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FRULYSE_reverse,FRULYSE_reverse,,FALSE,not included; growth on psicoselysine,C,C,,,,
full01,FTHFLi,FTHFLi,formate-tetrahydrofolate ligase,TRUE,individual,C,C,1*for_c,a,1*10fthf_c,a
full01,G6PDA,G6PDA,,TRUE,individual,C,C,1*gam6p_c,abcdef,1*f6p_c,abcdef
full01,G6PP,G6PP,glucose-6-phosphate phosphatase,TRUE,individual,C,C,1*g6p_c,abcdef,1*glc_DASH_D_c,abcdef
full01,GALKr,GALKr,,TRUE,individual,C,C,1*gal_c,abcdef,1*gal1p_c,abcdef
full01,GALKr_reverse,GALKr_reverse,,TRUE,individual,C,C,1*gal1p_c,abcdef,1*gal_c,abcdef
full01,GALUi,GALUi,,TRUE,individual,C,C,1*utp_c+1*g1p_c,abcdefghi+jklmno,1*udpg_c,abcdefghijklmno
full01,GARFT_reverse,GARFT_reverse,,TRUE,individual,C,C,1*fgam_c,abcdefgh,1*gar_c+1*10fthf_c,abcdefg+h
full01,GK1_reverse_Abbreviated,GK1_reverse,,FALSE,individual,C,C,,,,
full01,GK1_reverse,GK1_reverse,,TRUE,individual,C,C,1*gdp_c+1*adp_c,abcdefghij+klmnopqrst,1*gmp_c+1*atp_c,abcdefghij+klmnopqrst
full01,GLBRAN2,GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",TRUE,individual,C,C,,,,
full01,GLCATr,GLCATr,,TRUE,individual,C,C,1*glc_DASH_D_c+1*accoa_c,abcdef+ABCDEFGHIJKLMNOPQRSTUgh,1*acglc_DASH_D_c+1*coa_c,abcdefgh+ABCDEFGHIJKLMNOPQRSTU
full01,GLCATr_coaNEG,GLCATr,,FALSE,individual,C,C,1*glc_DASH_D_c+1*accoa_c,abcdef+gh,1*acglc_DASH_D_c,abcdefgh
full01,GLCATr_reverse,GLCATr_reverse,,TRUE,individual,C,C,1*acglc_DASH_D_c+1*coa_c,abcdefgh+ABCDEFGHIJKLMNOPQRSTU,1*glc_DASH_D_c+1*accoa_c,abcdef+ABCDEFGHIJKLMNOPQRSTUgh
full01,GLCATr_reverse_coaNEG,GLCATr_reverse,,FALSE,individual,C,C,1*acglc_DASH_D_c,abcdefgh,1*glc_DASH_D_c+1*accoa_c,abcdef+gh
full01,GLCP2,GLCP2,glycogen phosphorylase,TRUE,individual,C,C,,,,
full01,GLCtexi,GLCtexi,D-glucose transport via diffusion (extracellular to periplasm) irreversible,TRUE,individual,C,C,1*glc_DASH_D_e,abcdef,1*glc_DASH_D_p,abcdef
full01,GLDBRAN2,GLDBRAN2,glycogen debranching enzyme (bglycogen -> glycogen),TRUE,individual,C,C,,,,
full01,GLTPD,GLTPD,,FALSE,not included; growth on galactitol,C,C,,,,
full01,GLTPD_reverse,GLTPD_reverse,,FALSE,not included; growth on galactitol,C,C,,,,
full01,GLUt2rpp_reverse,GLUt2rpp_reverse,,TRUE,individual,C,C,1*glu_DASH_L_c,abcde,1*glu_DASH_L_p,abcde
full01,GLUt4pp,GLUt4pp,Na+/glutamate symport (periplasm),TRUE,individual,C,C,1*glu_DASH_L_p,abcde,1*glu_DASH_L_c,abcde
full01,GLYCK2,GLYCK2,glycerate kinase,TRUE,individual,C,C,1*glyc_DASH_R_c,abc,1*2pg_c,abc
full01,GLYCPHOSPHOLIPID_1,GLYCPHOSPHOLIPID_1,"['DASYN181','AGPAT181','G3PAT181']",TRUE,combo,C,C,1*glyc3p_c,abc,,
full01,GLYCPHOSPHOLIPID_2,GLYCPHOSPHOLIPID_2,"['PSSA181','PSD181']",TRUE,combo,C,C,1*ser_DASH_L_c,abc,1*co2_c,a
full01,GLYCPHOSPHOLIPID_3,GLYCPHOSPHOLIPID_3,"['PGSA160','PGPP160']",TRUE,combo,C,C,1*glyc3p_c,abc,1*pg160_c,abc
full01,GLYCPHOSPHOLIPID_4,GLYCPHOSPHOLIPID_4,"['DASYN161','AGPAT161','G3PAT161']",TRUE,combo,C,C,1*glyc3p_c,abc,,
full01,GLYCPHOSPHOLIPID_5,GLYCPHOSPHOLIPID_5,"['PGSA181','PGPP181']",TRUE,combo,C,C,1*glyc3p_c,abc,1*pg181_c,abc
full01,GLYCPHOSPHOLIPID_6,GLYCPHOSPHOLIPID_6,"['PSD161','PSSA161']",TRUE,combo,C,C,1*ser_DASH_L_c,abc,1*co2_c,a
full01,GLYCPHOSPHOLIPID_7,GLYCPHOSPHOLIPID_7,"['PSSA160','PSD160']",TRUE,combo,C,C,1*ser_DASH_L_c,abc,1*co2_c,a
full01,GLYCPHOSPHOLIPID_8,GLYCPHOSPHOLIPID_8,"['DASYN160','AGPAT160','G3PAT160']",TRUE,combo,C,C,1*glyc3p_c,abc,,
full01,GLYCPHOSPHOLIPID_9,GLYCPHOSPHOLIPID_9,"['PGSA161','PGPP161']",TRUE,combo,C,C,1*glyc3p_c,abc,1*pg161_c,abc
full01,GMPR_Abbreviated,GMPR,GMP reductase,FALSE,individual,C,C,,,,
full01,GMPR,GMPR,GMP reductase,TRUE,individual,C,C,1*gmp_c,abcdefghij,1*imp_c,abcdefghij
full01,GSNK_Abbreviated,GSNK,guanosine kinase,FALSE,individual,C,C,,,,
full01,GSNK,GSNK,guanosine kinase,TRUE,individual,C,C,1*atp_c+1*gsn_c,abcdefghij+klmnopqrst,1*adp_c+1*gmp_c,abcdefghij+klmnopqrst
full01,GUACYC_Abbreviated,GUACYC,guanylate cyclase,FALSE,individual,C,C,,,,
full01,GUACYC,GUACYC,guanylate cyclase,TRUE,individual,C,C,1*gtp_c,abcdefghij,1*35cgmp_c,abcdefghij
full01,GUAPRT_Abbreviated,GUAPRT,,FALSE,individual,C,C,1*prpp_c,abcde,,
full01,GUAPRT,GUAPRT,,TRUE,individual,C,C,1*gua_c+1*prpp_c,abcde+fghij,1*gmp_c,abcdefghij
full01,GUI1,GUI1,,FALSE,not included; growth on glucuronate and galacturonate,C,C,1*glcur_c,abcdef,1*fruur_c,abcdef
full01,GUI1_reverse,GUI1_reverse,,FALSE,not included; growth on glucuronate and galacturonate,C,C,1*fruur_c,abcdef,1*glcur_c,abcdef
full01,GUI2,GUI2,,FALSE,not included; growth on glucuronate and galacturonate,C,C,1*galur_c,abcdef,1*tagur_c,abcdef
full01,GUI2_reverse,GUI2_reverse,,FALSE,not included; growth on glucuronate and galacturonate,C,C,1*tagur_c,abcdef,1*galur_c,abcdef
full01,HADPCOADH3,HADPCOADH3,,FALSE,not included; involved in phenylacetate catabolism,C,C,,,,
full01,HADPCOADH3_reverse,HADPCOADH3_reverse,,FALSE,not included; involved in phenylacetate catabolism,C,C,,,,
full01,HBZOPT,HBZOPT,,TRUE,individual,C,C,1*4hbz_c,abcdefg,,
full01,HBZOPT_Abbreviated,HBZOPT,,FALSE,individual,C,C,,,,
full01,HCYSMT,HCYSMT,homocysteine S-methyltransferase,TRUE,individual,C,C,1*amet_c+1*hcys_DASH_L_c,123456789Aabcde+fghi,1*ahcys_c+1*met_DASH_L_c,123456789Aabcd+fghie
full01,HCYSMT_ametNEG,HCYSMT,homocysteine S-methyltransferase,FALSE,individual; Incorrect,C,C,1*hcys_DASH_L_c,abcde,1*met_DASH_L_c,abcde
full01,HEX4,HEX4,,TRUE,individual,C,C,1*man_c,abcdef,1*man6p_c,abcdef
full01,HEX7,HEX7,,TRUE,individual,C,C,1*fru_c,abcdef,1*f6p_c,abcdef
full01,HPYRI,HPYRI,,TRUE,individual,C,C,1*hpyr_c,abc,1*2h3oppan_c,abc
full01,HPYRI_reverse,HPYRI_reverse,,TRUE,individual,C,C,1*2h3oppan_c,abc,1*hpyr_c,abc
full01,HPYRRx,HPYRRx,,TRUE,individual,C,C,1*hpyr_c,abc,1*glyc_DASH_R_c,abc
full01,HPYRRy,HPYRRy,,TRUE,individual,C,C,1*hpyr_c,abc,1*glyc_DASH_R_c,abc
full01,HXPRT_Abbreviated,HXPRT,,FALSE,individual,C,C,1*prpp_c,abcde,,
full01,HXPRT,HXPRT,,TRUE,individual,C,C,1*hxan_c+1*prpp_c,abcde+fghij,1*imp_c,abcdefghij
full01,ICHORSi,ICHORSi,,TRUE,individual,C,C,1*chor_c,abcdefghij,1*ichor_c,abcdefghij
full01,ICHORT_Abbreviated,ICHORT,,FALSE,individual,C,C,1*ichor_c,abcdefghij,1*pyr_c,ihj
full01,ICHORT,ICHORT,,TRUE,individual,C,C,1*ichor_c,abcdefghij,1*23ddhb_c+1*pyr_c,abcdefg+ihj
full01,ICYSDS,ICYSDS,,TRUE,individual,C,C,1*cys_DASH_L_c,abc,1*ala_DASH_L_c,abc
full01,IDOND,IDOND,,FALSE,not included; growth on L-idonate,C,C,,,,
full01,IDOND_reverse,IDOND_reverse,,FALSE,not included; growth on L-idonate,C,C,,,,
full01,IDOND2,IDOND2,,FALSE,not included; growth on L-idonate,C,C,,,,
full01,INSH_Abbreviated,INSH,Inosine hydrolase,FALSE,individual,C,C,,,,
full01,INSH,INSH,Inosine hydrolase,TRUE,individual,C,C,1*ins_c,abcdefghij,1*hxan_c+1*rib_DASH_D_c,abcde+fghij
full01,INSK_Abbreviated,INSK,insosine kinase,FALSE,individual,C,C,,,,
full01,INSK,INSK,insosine kinase,TRUE,individual,C,C,1*atp_c+1*ins_c,abcdefghij+klmnopqrst,1*adp_c+1*imp_c,abcdefghij+klmnopqrst
full01,KAS15,KAS15,,TRUE,individual,C,C,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab,1*coa_c,ABCDEFGHIJKLMNOPQRSTU
full01,KAS15_coaNEG,KAS15,,FALSE,individual,C,C,1*accoa_c,ab,,
full01,LCADi,LCADi,,TRUE,individual,C,C,1*lald_DASH_L_c,abc,1*lac_DASH_L_c,abc
full01,LCARR,LCARR,"lacaldehyde reductase (R-propane-1,2-diol forming)",TRUE,individual,C,C,1*lald_DASH_D_c,abc,1*12ppd_DASH_R_c,abc
full01,LCARR_reverse,LCARR_reverse,,TRUE,individual,C,C,1*12ppd_DASH_R_c,abc,1*lald_DASH_D_c,abc
full01,LCARS,LCARS,,TRUE,individual,C,C,1*lald_DASH_L_c,abc,1*12ppd_DASH_S_c,abc
full01,LCARS_reverse,LCARS_reverse,,TRUE,individual,C,C,1*12ppd_DASH_S_c,abc,1*lald_DASH_L_c,abc
full01,LIPOPOLYSACCHARIDE_1,LIPOPOLYSACCHARIDE_1,"['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']",TRUE,combo,C,C,,,,
full01,LIPOPOLYSACCHARIDE_2,LIPOPOLYSACCHARIDE_2,"['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']",TRUE,combo,C,C,1*s7p_c,abcdefg,,
full01,LIPOPOLYSACCHARIDE_3,LIPOPOLYSACCHARIDE_3,"['U23GAAT','UHGADA','UAGAAT']",TRUE,combo,C,C,,,,
full01,LIPOPOLYSACCHARIDE_4,LIPOPOLYSACCHARIDE_4,"['KDOPP','KDOCT2','KDOPS']",TRUE,combo,C,C,1*pep_c+1*ara5p_c,abc+defgh,,
full01,LSERDHr,LSERDHr,L-serine dehydrogenase,TRUE,individual,C,C,1*ser_DASH_L_c,abc,,
full01,LSERDHr_reverse,LSERDHr_reverse,,TRUE,individual,C,C,,,,
full01,LSERDHr_reverse,LSERDHr_reverse,,TRUE,individual,C,C,1*2amsa_c,abc,1*ser_DASH_L_c,abc
full01,M1PD,M1PD,,TRUE,individual,C,C,1*mnl1p_c,abcdef,1*f6p_c,abcdef
full01,M1PD_reverse,M1PD_reverse,,TRUE,individual,C,C,1*f6p_c,abcdef,1*mnl1p_c,abcdef
full01,MALTATr,MALTATr,,TRUE,individual,C,C,1*malt_c+1*accoa_c,abcdefghijkl+ABCDEFGHIJKLMNOPQRSTUmn,1*acmalt_c+1*coa_c,abcdefghijklmn+ABCDEFGHIJKLMNOPQRSTU
full01,MALTATr_coaNEG,MALTATr,,FALSE,individual,C,C,1*malt_c+1*accoa_c,abcdefghijkl+mn,1*acmalt_c,abcdefghijklmn
full01,MALTATr_reverse,MALTATr_reverse,,TRUE,individual,C,C,1*acmalt_c+1*coa_c,abcdefghijklmn+ABCDEFGHIJKLMNOPQRSTU,1*malt_c+1*accoa_c,abcdefghijkl+ABCDEFGHIJKLMNOPQRSTUmn
full01,MALTATr_reverse_coaNEG,MALTATr_reverse,,FALSE,individual,C,C,1*acmalt_c,abcdefghijklmn,1*malt_c+1*accoa_c,abcdefghijkl+mn
full01,MAN6PI,MAN6PI,,TRUE,individual,C,C,1*man6p_c,abcdef,1*f6p_c,abcdef
full01,MAN6PI_reverse,MAN6PI_reverse,,TRUE,individual,C,C,1*f6p_c,abcdef,1*man6p_c,abcdef
full01,MANAO,MANAO,,TRUE,individual,C,C,1*mana_c,abcdef,1*fruur_c,abcdef
