exp_type_id,experiment_id,sample_id,sample_label,sample_label_long,Line#,Location,Inj#,Type,data_raw,data_corrected,data_units,data_reference,met_id,used_,notes
7,ALEsKOs01,140813_2_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-3,Evo04gndEvo03EP_3.2,,66,Vial 60,1,BB  ,0.49086,0.49086,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-1,Evo04gndEvo03EP_1.3,,67,Vial 61,1,BB  ,1.70693,1.70693,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_3_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-2,Evo04gndEvo03EP_2.3,,68,Vial 62,1,BB  ,1.06808,1.06808,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_3_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-3,Evo04gndEvo03EP_3.3,,69,Vial 63,1,BB  ,1.11534,1.11534,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-1,Evo04gndEvo03EP_1.4,,70,Vial 64,1,BB  ,2.89747,2.89747,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_4_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-2,Evo04gndEvo03EP_2.4,,71,Vial 65,1,BB  ,2.58509,2.58509,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_4_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-3,Evo04gndEvo03EP_3.4,,72,Vial 66,1,BB  ,2.6253,2.6253,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-1,Evo04gndEvo03EP_1.5,,73,Vial 67,1,BB  ,4.39292,4.39292,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_5_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-2,Evo04gndEvo03EP_2.5,,74,Vial 68,1,BB  ,4.05445,4.05445,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_5_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-3,Evo04gndEvo03EP_3.5,,75,Vial 69,1,BB  ,4.10681,4.10681,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-1,Evo04gndEvo03EP_1.6,,76,Vial 70,1,BB  ,6.21459,6.21459,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_6_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-2,Evo04gndEvo03EP_2.6,,77,Vial 71,1,BB  ,6.29084,6.29084,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_6_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-3,Evo04gndEvo03EP_3.6,,78,Vial 72,1,BB  ,6.26297,6.26297,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_2_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,Evo04sdhEvo01EP_1.2,,82,Vial 76,1,BB  ,0.52332,0.52332,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_2_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,Evo04sdhEvo01EP_2.2,,83,Vial 77,1,BB  ,0.50541,0.50541,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_2_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,Evo04sdhEvo01EP_3.2,,84,Vial 78,1,BB  ,0.47511,0.47511,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_3_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,Evo04sdhEvo01EP_1.3,,85,Vial 79,1,BB  ,1.53668,1.53668,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_3_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,Evo04sdhEvo01EP_2.3,,86,Vial 80,1,BB  ,1.49739,1.49739,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_3_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,Evo04sdhEvo01EP_3.3,,87,Vial 81,1,BB  ,1.57294,1.57294,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_4_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,Evo04sdhEvo01EP_1.4,,90,Vial 82,1,BB  ,3.57404,3.57404,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_4_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,Evo04sdhEvo01EP_2.4,,91,Vial 83,1,BB  ,3.56806,3.56806,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_4_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,Evo04sdhEvo01EP_3.4,,92,Vial 84,1,BB  ,3.59514,3.59514,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_5_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,Evo04sdhEvo01EP_1.5,,93,Vial 85,1,BB  ,5.53011,5.53011,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_5_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,Evo04sdhEvo01EP_2.5,,94,Vial 86,1,BB  ,5.32157,5.32157,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_5_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,Evo04sdhEvo01EP_3.5,,95,Vial 87,1,BB  ,5.51588,5.51588,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_6_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,Evo04sdhEvo01EP_1.6,,96,Vial 88,1,BB  ,7.83129,7.83129,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_6_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,Evo04sdhEvo01EP_2.6,,97,Vial 89,1,BB  ,7.74977,7.74977,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140813_6_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,Evo04sdhEvo01EP_3.6,,98,Vial 90,1,BB  ,7.83702,7.83702,mM,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.1,,3,Vial 1,1,BB  ,22.4481,22.4481,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.1,,4,Vial 2,1,BB  ,22.4051,22.4051,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.1,,5,Vial 3,1,BB  ,22.47532,22.47532,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.2,,6,Vial 4,1,BB  ,21.92854,21.92854,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.2,,7,Vial 5,1,BB  ,21.84229,21.84229,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.2,,8,Vial 6,1,BB  ,22.0403,22.0403,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.3,,9,Vial 7,1,BB  ,21.11359,21.11359,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.3,,10,Vial 8,1,BB  ,21.06475,21.06475,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.3,,11,Vial 9,1,BB  ,21.09518,21.09518,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.4,,12,Vial 10,1,BB  ,19.3942,19.3942,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.4,,13,Vial 11,1,BB  ,19.21675,19.21675,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.4,,14,Vial 12,1,BB  ,19.36061,19.36061,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.5,,15,Vial 13,1,BB  ,17.64291,17.64291,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.5,,16,Vial 14,1,BB  ,17.34301,17.34301,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.5,,17,Vial 15,1,BB  ,17.5681,17.5681,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.6,,18,Vial 16,1,BB  ,15.03046,15.03046,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.6,,19,Vial 17,1,BB  ,14.54404,14.54404,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.6,,20,Vial 18,1,BB  ,14.7697,14.7697,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.1,,21,Vial 19,1,BB  ,22.46809,22.46809,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.1,,22,Vial 20,1,BB  ,22.448,22.448,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.1,,23,Vial 21,1,BB  ,22.56274,22.56274,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.2,,24,Vial 22,1,BB  ,21.98534,21.98534,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.2,,25,Vial 23,1,BB  ,21.93034,21.93034,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.2,,26,Vial 24,1,BB  ,22.03187,22.03187,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.3,,27,Vial 25,1,BB  ,20.76018,20.76018,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.3,,28,Vial 26,1,BB  ,20.73752,20.73752,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.3,,29,Vial 27,1,BB  ,20.91558,20.91558,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.4,,32,Vial 28,1,BB  ,19.19105,19.19105,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.4,,33,Vial 29,1,BB  ,19.11436,19.11436,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.4,,34,Vial 30,1,BB  ,19.59878,19.59878,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.5,,35,Vial 31,1,BB  ,17.74355,17.74355,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.5,,36,Vial 32,1,BB  ,17.68664,17.68664,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.5,,37,Vial 33,1,BB  ,18.0667,18.0667,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.6,,38,Vial 34,1,BB  ,15.67045,15.67045,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.6,,39,Vial 35,1,BB  ,15.55554,15.55554,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.6,,40,Vial 36,1,BB  ,15.95254,15.95254,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.1,,41,Vial 37,1,BB  ,22.40354,22.40354,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.1,,42,Vial 38,1,BB  ,22.42288,22.42288,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.1,,43,Vial 39,1,BB  ,22.49437,22.49437,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.2,,44,Vial 40,1,BB  ,21.74396,21.74396,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.2,,45,Vial 41,1,BB  ,21.81617,21.81617,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.2,,46,Vial 42,1,BB  ,21.65371,21.65371,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.3,,47,Vial 43,1,BB  ,20.88928,20.88928,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.3,,48,Vial 44,1,BB  ,20.84736,20.84736,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.3,,49,Vial 45,1,BB  ,20.84975,20.84975,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.4,,50,Vial 46,1,BB  ,18.76124,18.76124,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.4,,51,Vial 47,1,BB  ,18.63278,18.63278,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.4,,52,Vial 48,1,BB  ,18.67246,18.67246,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.5,,53,Vial 49,1,BB  ,17.00805,17.00805,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.5,,54,Vial 50,1,BB  ,16.90554,16.90554,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.5,,55,Vial 51,1,BB  ,16.97204,16.97204,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.6,,56,Vial 52,1,BB  ,15.62196,15.62196,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.6,,57,Vial 53,1,BB  ,15.434,15.434,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.6,,58,Vial 54,1,BB  ,15.53998,15.53998,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.1,,61,Vial 55,1,BB  ,22.43209,22.43209,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.1,,62,Vial 56,1,BB  ,22.43207,22.43207,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.1,,63,Vial 57,1,BB  ,22.49507,22.49507,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.2,,64,Vial 58,1,BB  ,22.03949,22.03949,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.2,,65,Vial 59,1,BB  ,22.05628,22.05628,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.2,,66,Vial 60,1,BB  ,22.17115,22.17115,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.3,,67,Vial 61,1,BB  ,21.41553,21.41553,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.3,,68,Vial 62,1,BB  ,21.37822,21.37822,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.3,,69,Vial 63,1,BB  ,21.48787,21.48787,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.4,,70,Vial 64,1,BB  ,20.01094,20.01094,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.4,,71,Vial 65,1,BB  ,19.89983,19.89983,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.4,,72,Vial 66,1,BB  ,19.95879,19.95879,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.5,,73,Vial 67,1,BB  ,18.53008,18.53008,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.5,,74,Vial 68,1,BB  ,18.32835,18.32835,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.5,,75,Vial 69,1,BB  ,18.43018,18.43018,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.6,,76,Vial 70,1,BB  ,16.82603,16.82603,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.6,,77,Vial 71,1,BB  ,16.49357,16.49357,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.6,,78,Vial 72,1,BB  ,16.55062,16.55062,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_1_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.1,,79,Vial 73,1,BB  ,22.54953,22.54953,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_1_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.1,,80,Vial 74,1,BB  ,22.53489,22.53489,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_1_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.1,,81,Vial 75,1,BB  ,22.5822,22.5822,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.2,,82,Vial 76,1,BB  ,22.11343,22.11343,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.2,,83,Vial 77,1,BB  ,22.13084,22.13084,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.2,,84,Vial 78,1,BB  ,22.14176,22.14176,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.3,,85,Vial 79,1,BB  ,21.10384,21.10384,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.3,,86,Vial 80,1,BB  ,21.08352,21.08352,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.3,,87,Vial 81,1,BB  ,21.1484,21.1484,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.4,,90,Vial 82,1,BB  ,19.05445,19.05445,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.4,,91,Vial 83,1,BB  ,19.00144,19.00144,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.4,,92,Vial 84,1,BB  ,18.97936,18.97936,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.5,,93,Vial 85,1,BB  ,17.66333,17.66333,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.5,,94,Vial 86,1,BB  ,17.55176,17.55176,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.5,,95,Vial 87,1,BB  ,17.58617,17.58617,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.6,,96,Vial 88,1,BB  ,15.37381,15.37381,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.6,,97,Vial 89,1,BB  ,15.33687,15.33687,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.6,,98,Vial 90,1,BB  ,15.06421,15.06421,mM,HPLC,glc-D,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.4,,12,Vial 10,1,BB  ,0.06441,0.06441,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.4,,13,Vial 11,1,BB  ,0.06887,0.06887,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.4,,14,Vial 12,1,BB  ,0.06754,0.06754,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.5,,15,Vial 13,1,BB  ,0.10789,0.10789,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.5,,16,Vial 14,1,BB  ,0.11106,0.11106,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.5,,17,Vial 15,1,BB  ,0.11598,0.11598,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.6,,18,Vial 16,1,BB  ,0.2025,0.2025,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.6,,19,Vial 17,1,BB  ,0.22536,0.22536,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.6,,20,Vial 18,1,BB  ,0.22794,0.22794,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.4,,32,Vial 28,1,BB  ,0.08199,0.08199,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.4,,33,Vial 29,1,BB  ,0.09249,0.09249,mM,HPLC,succ,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.4,,34,Vial 30,1,BB  ,0.09095,0.09095,mM,HPLC,succ,TRUE,
