Reaction,Formula,LB,UB,Subsystem
GP4GH,1.0 h2o_c + 1.0 gp4g_c -> 2.0 gdp_c + 2.0 h_c,0.0,0.0,Nucleotide Salvage Pathway
GSNK,1.0 atp_c + 1.0 gsn_c -> 1.0 gmp_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Nucleotide Salvage Pathway
GSPMDA,1.0 gtspmd_c + 1.0 h2o_c -> 1.0 spmd_c + 1.0 gthrd_c,0.0,1000.0,Arginine and Proline Metabolism
GSPMDS,1.0 spmd_c + 1.0 gthrd_c + 1.0 atp_c -> 1.0 gtspmd_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Arginine and Proline Metabolism
GUACYC,1.0 gtp_c -> 1.0 ppi_c + 1.0 35cgmp_c,0.0,1000.0,Nucleotide Salvage Pathway
GUAPRT,1.0 gua_c + 1.0 prpp_c -> 1.0 ppi_c + 1.0 gmp_c,0.0,1000.0,Nucleotide Salvage Pathway
GUI1,1.0 glcur_c -> 1.0 fruur_c,0,1000.0,Alternate Carbon Metabolism
GUI2,1.0 galur_c -> 1.0 tagur_c,0,1000.0,Alternate Carbon Metabolism
HADPCOADH3,1.0 3hadpcoa_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 oxadpcoa_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
HCO3E,1.0 h2o_c + 1.0 co2_c -> 1.0 hco3_c + 1.0 h_c,0,1000.0,Unassigned
HCYSMT,1.0 amet_c + 1.0 hcys_DASH_L_c -> 1.0 ahcys_c + 1.0 h_c + 1.0 met_DASH_L_c,0.0,1000.0,Methionine Metabolism
HEX1,1.0 glc_DASH_D_c + 1.0 atp_c -> 1.0 g6p_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Glycolysis/Gluconeogenesis
HEX4,1.0 atp_c + 1.0 man_c -> 1.0 man6p_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Alternate Carbon Metabolism
HEX7,1.0 fru_c + 1.0 atp_c -> 1.0 h_c + 1.0 adp_c + 1.0 f6p_c,0.0,1000.0,Alternate Carbon Metabolism
HKNTDH,1.0 hkntd_c + 1.0 h2o_c -> 1.0 fum_c + 1.0 h_c + 1.0 op4en_c,0.0,0.0,Alternate Carbon Metabolism
HPPPNDO,1.0 dhpppn_c + 1.0 o2_c -> 1.0 hkndd_c + 1.0 h_c,0.0,0.0,Alternate Carbon Metabolism
HPYRI,1.0 hpyr_c -> 1.0 2h3oppan_c,0,1000.0,Alternate Carbon Metabolism
HPYRRx,1.0 hpyr_c + 1.0 nadh_c + 1.0 h_c -> 1.0 glyc_DASH_R_c + 1.0 nad_c,0.0,1000.0,Alternate Carbon Metabolism
HPYRRy,1.0 hpyr_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 glyc_DASH_R_c,0.0,1000.0,Alternate Carbon Metabolism
HSDy,1.0 nadp_c + 1.0 hom_DASH_L_c -> 1.0 aspsa_c + 1.0 nadph_c + 1.0 h_c,0,1000.0,Threonine and Lysine Metabolism
HXCT,1.0 hxa_c + 1.0 accoa_c -> 1.0 ac_c + 1.0 hxcoa_c,0.0,0.0,Alternate Carbon Metabolism
HXPRT,1.0 hxan_c + 1.0 prpp_c -> 1.0 ppi_c + 1.0 imp_c,0.0,1000.0,Nucleotide Salvage Pathway
HYD2pp,1.0 h2_c + 1.0 mqn8_c + 2.0 h_c -> 1.0 mql8_c + 2.0 h_p,0.0,0.0,Oxidative Phosphorylation
I2FE2SS,2.0 fe2_c + 1.0 fadh2_c + 1.0 iscu_c + 2.0 iscssh_c -> 2.0 iscs_c + 1.0 iscu_DASH_2fe2s_c + 1.0 fad_c + 6.0 h_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
I2FE2ST,1.0 iscu_DASH_2fe2s_c + 4.0 h_c -> 1.0 iscu_c + 1.0 2fe2s_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
ICDHyr,1.0 icit_c + 1.0 nadp_c -> 1.0 akg_c + 1.0 co2_c + 1.0 nadph_c,0,1000.0,Citric Acid Cycle
ICHORS,1.0 chor_c -> 1.0 ichor_c,0,1000.0,Cofactor and Prosthetic Group Biosynthesis
ICL,1.0 icit_c -> 1.0 succ_c + 1.0 glx_c,0.0,1000.0,Anaplerotic Reactions
ICYSDS,1.0 cys_DASH_L_c + 1.0 iscs_c -> 1.0 ala_DASH_L_c + 1.0 iscssh_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
IDOND,1.0 nadh_c + 1.0 5dglcn_c + 1.0 h_c -> 1.0 idon_DASH_L_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
IDOND2,1.0 5dglcn_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 idon_DASH_L_c,0.0,1000.0,Alternate Carbon Metabolism
ILETA,1.0 akg_c + 1.0 ile_DASH_L_c -> 1.0 3mop_c + 1.0 glu_DASH_L_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IMPC,1.0 h2o_c + 1.0 imp_c -> 1.0 fprica_c,0,1000.0,Purine and Pyrimidine Biosynthesis
INSH,1.0 h2o_c + 1.0 ins_c -> 1.0 rib_DASH_D_c + 1.0 hxan_c,0.0,1000.0,Nucleotide Salvage Pathway
INSK,1.0 atp_c + 1.0 ins_c -> 1.0 imp_c + 1.0 adp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
IPDPS,1.0 nadh_c + 1.0 h2mb4p_c + 1.0 h_c -> 1.0 h2o_c + 1.0 ipdp_c + 1.0 nad_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
IPMD,1.0 3c2hmp_c + 1.0 nad_c -> 1.0 3c4mop_c + 1.0 nadh_c + 1.0 h_c,0.0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IPPMIa,1.0 3c2hmp_c -> 1.0 2ippm_c + 1.0 h2o_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IPPMIb,1.0 2ippm_c + 1.0 h2o_c -> 1.0 3c3hmp_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IPPS,1.0 h2o_c + 1.0 accoa_c + 1.0 3mob_c -> 1.0 coa_c + 1.0 h_c + 1.0 3c3hmp_c,0.0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
KAS15,1.0 malACP_c + 1.0 h_c + 1.0 accoa_c -> 1.0 actACP_c + 1.0 co2_c + 1.0 coa_c,0.0,1000.0,Membrane Lipid Metabolism
Kt2pp,1.0 k_p + 1.0 h_p -> 1.0 k_c + 1.0 h_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
Ktex,1.0 k_e -> 1.0 k_p,0,1000.0,"Transport, Outer Membrane Porin"
L_DASH_LACD2,1.0 lac_DASH_L_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 pyr_c,0.0,1000.0,Oxidative Phosphorylation
L_DASH_LACD3,1.0 lac_DASH_L_c + 1.0 mqn8_c -> 1.0 pyr_c + 1.0 mql8_c,0.0,1000.0,Oxidative Phosphorylation
LACZpp,1.0 h2o_p + 1.0 lcts_p -> 1.0 gal_p + 1.0 glc_DASH_D_p,0.0,0.0,Alternate Carbon Metabolism
LADGMDH,1.0 h2o_c + 1.0 LalaDgluMdap_c -> 1.0 LalaDglu_c + 1.0 26dap_DASH_M_c,0.0,1000.0,Murein Recycling
LALDO3,1.0 nadph_c + 1.0 h_c + 1.0 mthgxl_c -> 1.0 nadp_c + 1.0 lald_DASH_L_c,0.0,1000.0,Methylglyoxal Metabolism
LALGP,1.0 LalaLglu_c + 1.0 h2o_c -> 1.0 ala_DASH_L_c + 1.0 glu_DASH_L_c,0.0,1000.0,Murein Recycling
LCADi,1.0 h2o_c + 1.0 nad_c + 1.0 lald_DASH_L_c -> 1.0 lac_DASH_L_c + 1.0 nadh_c + 2.0 h_c,0.0,1000.0,Alternate Carbon Metabolism
LCARR,1.0 nadh_c + 1.0 h_c + 1.0 lald_DASH_D_c -> 1.0 12ppd_DASH_R_c + 1.0 nad_c,0,1000.0,Methylglyoxal Metabolism
LCARS,1.0 nadh_c + 1.0 h_c + 1.0 lald_DASH_L_c -> 1.0 12ppd_DASH_S_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
LDH_D,1.0 lac_DASH_D_c + 1.0 nad_c -> 1.0 pyr_c + 1.0 nadh_c + 1.0 h_c,0,1000.0,Pyruvate Metabolism
LDH_D2,1.0 lac_DASH_D_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 pyr_c,0.0,1000.0,Oxidative Phosphorylation
LEUTAi,1.0 glu_DASH_L_c + 1.0 4mop_c -> 1.0 akg_c + 1.0 leu_DASH_L_c,0.0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
LSERDHr,1.0 ser_DASH_L_c + 1.0 nadp_c -> 1.0 2amsa_c + 1.0 nadph_c + 1.0 h_c,0,1000.0,Glycine and Serine Metabolism
LYXI,1.0 lyx_DASH_L_c -> 1.0 xylu_DASH_L_c,0.0,0.0,Alternate Carbon Metabolism
M1PD,1.0 mnl1p_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 f6p_c,0,1000.0,Alternate Carbon Metabolism
MALS,1.0 h2o_c + 1.0 glx_c + 1.0 accoa_c -> 1.0 mal_DASH_L_c + 1.0 coa_c + 1.0 h_c,0.0,1000.0,Anaplerotic Reactions
MALTATr,1.0 malt_c + 1.0 accoa_c -> 1.0 coa_c + 1.0 acmalt_c,0,1000.0,Alternate Carbon Metabolism
MAN6PI,1.0 man6p_c -> 1.0 f6p_c,0,1000.0,Alternate Carbon Metabolism
MANAO,1.0 mana_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 fruur_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
MCITD,1.0 2mcit_c -> 1.0 2mcacn_c + 1.0 h2o_c,0.0,1000.0,Alternate Carbon Metabolism
MCITL2,1.0 micit_c -> 1.0 succ_c + 1.0 pyr_c,0,1000.0,Alternate Carbon Metabolism
MCITS,1.0 h2o_c + 1.0 oaa_c + 1.0 ppcoa_c -> 1.0 2mcit_c + 1.0 coa_c + 1.0 h_c,0.0,1000.0,Alternate Carbon Metabolism
MCOATA,1.0 ACP_c + 1.0 malcoa_c -> 1.0 coa_c + 1.0 malACP_c,0.0,1000.0,Membrane Lipid Metabolism
MCTP1App,1.0 murein5p5p_p -> 1.0 murein5px4p_p + 1.0 ala_DASH_D_p,0.0,1000.0,Murein Biosynthesis
MCTP1Bpp,1.0 murein5p5p_p -> 1.0 murein5px3p_p + 1.0 alaala_p,0.0,1000.0,Murein Biosynthesis
MCTP2App,1.0 murein5p5p5p_p -> 2.0 ala_DASH_D_p + 1.0 murein5px4px4p_p,0.0,1000.0,Murein Biosynthesis
MDDCP1pp,1.0 murein5px4p_p + 1.0 h2o_p -> 1.0 murein4px4p_p + 1.0 ala_DASH_D_p,0.0,1000.0,Murein Biosynthesis
MDDCP2pp,1.0 h2o_p + 1.0 murein5px4px4p_p -> 1.0 murein4px4px4p_p + 1.0 ala_DASH_D_p,0.0,1000.0,Murein Biosynthesis
MDDCP3pp,1.0 murein5p5p_p + 1.0 h2o_p -> 1.0 ala_DASH_D_p + 1.0 murein5p4p_p,0.0,1000.0,Murein Biosynthesis
MDDCP4pp,1.0 h2o_p + 1.0 murein5p4p_p -> 1.0 murein4p4p_p + 1.0 ala_DASH_D_p,0.0,1000.0,Murein Biosynthesis
MDDCP5pp,1.0 h2o_p + 1.0 murein5p3p_p -> 1.0 ala_DASH_D_p + 1.0 murein4p3p_p,0.0,1000.0,Murein Biosynthesis
MDDEP1pp,1.0 murein4px4p_p + 1.0 h2o_p -> 1.0 murein4p4p_p,0.0,1000.0,Murein Recycling
MDDEP2pp,1.0 h2o_p + 1.0 murein3px4p_p -> 1.0 murein4p3p_p,0.0,1000.0,Murein Recycling
MDDEP3pp,1.0 murein5px4p_p + 1.0 h2o_p -> 1.0 murein5p4p_p,0.0,1000.0,Murein Recycling
MDDEP4pp,1.0 h2o_p + 1.0 murein4px4px4p_p -> 1.0 murein4px4p4p_p,0.0,1000.0,Murein Recycling
MDH,1.0 mal_DASH_L_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 oaa_c,0,1000.0,Citric Acid Cycle
MDH2,1.0 mal_DASH_L_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 oaa_c,0.0,1000.0,Citric Acid Cycle
MDH3,1.0 mal_DASH_L_c + 1.0 mqn8_c -> 1.0 oaa_c + 1.0 mql8_c,0.0,1000.0,Citric Acid Cycle
ME1,1.0 mal_DASH_L_c + 1.0 nad_c -> 1.0 pyr_c + 1.0 co2_c + 1.0 nadh_c,0.0,1000.0,Anaplerotic Reactions
ME2,1.0 mal_DASH_L_c + 1.0 nadp_c -> 1.0 pyr_c + 1.0 co2_c + 1.0 nadph_c,0.0,1000.0,Anaplerotic Reactions
METAT,1.0 h2o_c + 1.0 atp_c + 1.0 met_DASH_L_c -> 1.0 amet_c + 1.0 ppi_c + 1.0 pi_c,0.0,1000.0,Methionine Metabolism
METOX1s,1.0 h2o2_c + 1.0 met_DASH_L_c -> 1.0 h2o_c + 1.0 metsox_DASH_S_DASH_L_c,0.0,1000.0,Methionine Metabolism
METOX2s,1.0 h2o2_c + 1.0 met_DASH_L_c -> 1.0 h2o_c + 1.0 metsox_DASH_R_DASH_L_c,0.0,1000.0,Methionine Metabolism
METS,1.0 hcys_DASH_L_c + 1.0 5mthf_c -> 1.0 thf_c + 1.0 met_DASH_L_c + 1.0 h_c,0.0,1000.0,Methionine Metabolism
METSOXR1,1.0 trdrd_c + 1.0 metsox_DASH_S_DASH_L_c -> 1.0 trdox_c + 1.0 h2o_c + 1.0 met_DASH_L_c,0.0,1000.0,Methionine Metabolism
METSOXR2,1.0 metsox_DASH_R_DASH_L_c + 1.0 trdrd_c -> 1.0 trdox_c + 1.0 h2o_c + 1.0 met_DASH_L_c,0.0,1000.0,Methionine Metabolism
MG2t3_2pp,2.0 h_c + 1.0 mg2_p -> 1.0 mg2_c + 2.0 h_p,0,1000.0,Inorganic Ion Transport and Metabolism
MG2tex,1.0 mg2_e -> 1.0 mg2_p,0,1000.0,"Transport, Outer Membrane Porin"
MICITDr,1.0 h2o_c + 1.0 2mcacn_c -> 1.0 micit_c,0,1000.0,Alternate Carbon Metabolism
MLDCP1App,1.0 murein5px4p_p + 1.0 h2o_p -> 1.0 murein3px4p_p + 1.0 alaala_p,0.0,1000.0,Murein Biosynthesis
MLDCP1Bpp,1.0 murein4p4p_p + 1.0 h2o_p -> 1.0 ala_DASH_D_p + 1.0 murein4p3p_p,0.0,1000.0,Murein Biosynthesis
MLDCP2App,1.0 murein5p5p_p + 1.0 h2o_p -> 1.0 alaala_p + 1.0 murein5p3p_p,0.0,1000.0,Murein Biosynthesis
MLDCP2Bpp,1.0 h2o_p + 1.0 murein4p3p_p -> 1.0 murein3p3p_p + 1.0 ala_DASH_D_p,0.0,1000.0,Murein Biosynthesis
MLDCP3App,1.0 h2o_p + 1.0 murein5px3p_p -> 1.0 murein3px3p_p + 1.0 alaala_p,0.0,1000.0,Murein Biosynthesis
MLDEP1pp,1.0 h2o_p + 1.0 murein3px3p_p -> 1.0 murein3p3p_p,0.0,1000.0,Murein Recycling
MLDEP2pp,1.0 h2o_p + 1.0 murein5px3p_p -> 1.0 murein5p3p_p,0.0,1000.0,Murein Recycling
MLTG2,1.0 h2o_c + 1.0 maltttr_c -> 1.0 glc_DASH_D_c + 1.0 malttr_c,0.0,0.0,Alternate Carbon Metabolism
MLTG3,1.0 maltpt_c + 1.0 h2o_c -> 1.0 glc_DASH_D_c + 1.0 maltttr_c,0.0,1000.0,Alternate Carbon Metabolism
MLTG4,1.0 h2o_c + 1.0 malthx_c -> 1.0 maltpt_c + 1.0 glc_DASH_D_c,0.0,1000.0,Alternate Carbon Metabolism
MLTG5,1.0 h2o_c + 1.0 malthp_c -> 1.0 malthx_c + 1.0 glc_DASH_D_c,0.0,1000.0,Alternate Carbon Metabolism
MLTGY1pp,1.0 murein4p4p_p -> 2.0 anhgm4p_p,0.0,1000.0,Murein Recycling
MLTGY2pp,1.0 murein4p3p_p -> 1.0 anhgm3p_p + 1.0 anhgm4p_p,0.0,1000.0,Murein Recycling
MLTGY3pp,1.0 murein3p3p_p -> 2.0 anhgm3p_p,0.0,1000.0,Murein Recycling
MLTGY4pp,1.0 murein4px4p4p_p -> 1.0 murein4px4p_p + 1.0 anhgm4p_p,0.0,1000.0,Murein Recycling
MLTP1,1.0 maltpt_c + 1.0 pi_c -> 1.0 g1p_c + 1.0 maltttr_c,0,1000.0,Alternate Carbon Metabolism
MLTP2,1.0 pi_c + 1.0 malthx_c -> 1.0 maltpt_c + 1.0 g1p_c,0,1000.0,Alternate Carbon Metabolism
MLTP3,1.0 pi_c + 1.0 malthp_c -> 1.0 malthx_c + 1.0 g1p_c,0,1000.0,Alternate Carbon Metabolism
MMCD,1.0 mmcoa_DASH_S_c + 1.0 h_c -> 1.0 co2_c + 1.0 ppcoa_c,0.0,1000.0,Alternate Carbon Metabolism
MMM,1.0 succoa_c -> 1.0 mmcoa_DASH_S_c,0.0,1000.0,Alternate Carbon Metabolism
MN2tpp,1.0 mn2_p -> 1.0 mn2_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
MN6PP,1.0 h2o_c + 1.0 man6p_c -> 1.0 pi_c + 1.0 man_c,0.0,1000.0,Alternate Carbon Metabolism
MNtex,1.0 mn2_e -> 1.0 mn2_p,0,1000.0,"Transport, Outer Membrane Porin"
MOBDabcpp,1.0 h2o_c + 1.0 mobd_p + 1.0 atp_c -> 1.0 mobd_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
MOBDtex,1.0 mobd_e -> 1.0 mobd_p,0,1000.0,"Transport, Outer Membrane Porin"
MOCOS,2.0 h_c + 1.0 mobd_c + 1.0 mptamp_c -> 1.0 cu2_c + 1.0 moco_c + 1.0 h2o_c + 1.0 amp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
MOX,1.0 o2_c + 1.0 mal_DASH_L_c -> 1.0 h2o2_c + 1.0 oaa_c,0,1000.0,Citric Acid Cycle
MPTG,2.0 uaagmda_c -> 2.0 udcpdp_c + 1.0 murein5p5p_p + 2.0 h_c,0.0,1000.0,Murein Biosynthesis
MPTG2,1.0 uaagmda_c + 1.0 murein5p5p_p -> 1.0 udcpdp_c + 1.0 murein5p5p5p_p + 1.0 h_c,0.0,1000.0,Murein Biosynthesis
MTAN,1.0 h2o_c + 1.0 5mta_c -> 1.0 ade_c + 1.0 5mtr_c,0.0,1000.0,Arginine and Proline Metabolism
MTHFC,1.0 h2o_c + 1.0 methf_c -> 1.0 10fthf_c + 1.0 h_c,0,1000.0,Folate Metabolism
MTHFD,1.0 nadp_c + 1.0 mlthf_c -> 1.0 nadph_c + 1.0 methf_c,0,1000.0,Folate Metabolism
MTHFR2,1.0 nadh_c + 2.0 h_c + 1.0 mlthf_c -> 1.0 5mthf_c + 1.0 nad_c,0.0,1000.0,Folate Metabolism
MTHTHFSs,1.0 h2o_c + 1.0 mdhdhf_c -> 1.0 mththf_c,0.0,1000.0,Methionine Metabolism
NACODA,1.0 h2o_c + 1.0 acg5sa_c -> 1.0 glu5sa_c + 1.0 ac_c,0.0,1000.0,Arginine and Proline Metabolism
NADH10,1.0 nadh_c + 1.0 mqn8_c + 1.0 h_c -> 1.0 nad_c + 1.0 mql8_c,0.0,1000.0,Oxidative Phosphorylation
NADH16pp,1.0 nadh_c + 1.0 q8_c + 4.0 h_c -> 1.0 q8h2_c + 1.0 nad_c + 3.0 h_p,0.0,1000.0,Oxidative Phosphorylation
NADH17pp,1.0 nadh_c + 1.0 mqn8_c + 4.0 h_c -> 1.0 nad_c + 1.0 mql8_c + 3.0 h_p,0.0,1000.0,Oxidative Phosphorylation
NADH18pp,1.0 nadh_c + 4.0 h_c + 1.0 2dmmq8_c -> 1.0 nad_c + 1.0 2dmmql8_c + 3.0 h_p,0.0,1000.0,Oxidative Phosphorylation
NADH5,1.0 nadh_c + 1.0 q8_c + 1.0 h_c -> 1.0 q8h2_c + 1.0 nad_c,0.0,1000.0,Oxidative Phosphorylation
NADH9,1.0 nadh_c + 1.0 h_c + 1.0 2dmmq8_c -> 1.0 nad_c + 1.0 2dmmql8_c,0.0,1000.0,Oxidative Phosphorylation
NADPHQR2,1.0 nadph_c + 1.0 q8_c + 1.0 h_c -> 1.0 q8h2_c + 1.0 nadp_c,0.0,1000.0,Oxidative Phosphorylation
NADPHQR3,1.0 nadph_c + 1.0 mqn8_c + 1.0 h_c -> 1.0 nadp_c + 1.0 mql8_c,0.0,1000.0,Oxidative Phosphorylation
NADPHQR4,1.0 nadph_c + 1.0 h_c + 1.0 2dmmq8_c -> 1.0 nadp_c + 1.0 2dmmql8_c,0.0,1000.0,Oxidative Phosphorylation
NADPPPS,1.0 h2o_c + 1.0 nadp_c -> 1.0 pi_c + 1.0 nad_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
NADTRHD,1.0 nadph_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 nadp_c,0.0,1000.0,Oxidative Phosphorylation
NDPK1,1.0 gdp_c + 1.0 atp_c -> 1.0 gtp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK2,1.0 udp_c + 1.0 atp_c -> 1.0 utp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK3,1.0 cdp_c + 1.0 atp_c -> 1.0 ctp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK4,1.0 dtdp_c + 1.0 atp_c -> 1.0 dttp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK5,1.0 dgdp_c + 1.0 atp_c -> 1.0 dgtp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK7,1.0 atp_c + 1.0 dcdp_c -> 1.0 adp_c + 1.0 dctp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK8,1.0 dadp_c + 1.0 atp_c -> 1.0 datp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
NH4tex,1.0 nh4_e -> 1.0 nh4_p,0,1000.0,"Transport, Outer Membrane Porin"
NH4tpp,1.0 nh4_p -> 1.0 nh4_c,0,1000.0,Inorganic Ion Transport and Metabolism
NI2tex,1.0 ni2_e -> 1.0 ni2_p,0,1000.0,"Transport, Outer Membrane Porin"
NI2tpp,1.0 ni2_p -> 1.0 ni2_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
NO3R2pp,2.0 h_c + 1.0 mql8_c + 1.0 no3_c -> 1.0 h2o_c + 1.0 mqn8_c + 1.0 no2_c + 2.0 h_p,0.0,0.0,Oxidative Phosphorylation
NTD1,1.0 h2o_c + 1.0 dump_c -> 1.0 pi_c + 1.0 duri_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD10,1.0 xmp_c + 1.0 h2o_c -> 1.0 pi_c + 1.0 xtsn_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD11,1.0 h2o_c + 1.0 imp_c -> 1.0 pi_c + 1.0 ins_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD12,1.0 h2o_c + 1.0 dimp_c -> 1.0 din_c + 1.0 pi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD1pp,1.0 h2o_p + 1.0 dump_p -> 1.0 pi_p + 1.0 duri_p,0.0,0.0,Nucleotide Salvage Pathway
NTD2,1.0 ump_c + 1.0 h2o_c -> 1.0 uri_c + 1.0 pi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD3,1.0 dcmp_c + 1.0 h2o_c -> 1.0 dcyt_c + 1.0 pi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD4,1.0 h2o_c + 1.0 cmp_c -> 1.0 cytd_c + 1.0 pi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD5,1.0 h2o_c + 1.0 dtmp_c -> 1.0 pi_c + 1.0 thymd_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD6,1.0 h2o_c + 1.0 damp_c -> 1.0 pi_c + 1.0 dad_DASH_2_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD7,1.0 h2o_c + 1.0 amp_c -> 1.0 pi_c + 1.0 adn_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD8,1.0 h2o_c + 1.0 dgmp_c -> 1.0 dgsn_c + 1.0 pi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTD9,1.0 h2o_c + 1.0 gmp_c -> 1.0 pi_c + 1.0 gsn_c,0.0,1000.0,Nucleotide Salvage Pathway
NTP1,1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Nucleotide Salvage Pathway
NTP10,1.0 h2o_c + 1.0 itp_c -> 1.0 pi_c + 1.0 h_c + 1.0 idp_c,0.0,1000.0,Nucleotide Salvage Pathway
NTP12,1.0 h2o_c + 1.0 xtp_c -> 1.0 pi_c + 1.0 h_c + 1.0 xdp_c,0.0,0.0,Nucleotide Salvage Pathway
NTP3,1.0 h2o_c + 1.0 gtp_c -> 1.0 pi_c + 1.0 gdp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTP5,1.0 ctp_c + 1.0 h2o_c -> 1.0 cdp_c + 1.0 pi_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP1,1.0 h2o_c + 1.0 dgtp_c -> 1.0 ppi_c + 1.0 dgmp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP10,1.0 ditp_c + 1.0 h2o_c -> 1.0 ppi_c + 1.0 dimp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP2,1.0 h2o_c + 1.0 gtp_c -> 1.0 ppi_c + 1.0 gmp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP3,1.0 h2o_c + 1.0 dctp_c -> 1.0 dcmp_c + 1.0 ppi_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP4,1.0 ctp_c + 1.0 h2o_c -> 1.0 ppi_c + 1.0 h_c + 1.0 cmp_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP5,1.0 datp_c + 1.0 h2o_c -> 1.0 damp_c + 1.0 ppi_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP6,1.0 h2o_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 amp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP7,1.0 h2o_c + 1.0 dttp_c -> 1.0 ppi_c + 1.0 dtmp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP8,1.0 h2o_c + 1.0 utp_c -> 1.0 ump_c + 1.0 ppi_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPP9,1.0 h2o_c + 1.0 itp_c -> 1.0 ppi_c + 1.0 h_c + 1.0 imp_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPTP1,1.0 h2o_c + 1.0 dgtp_c -> 1.0 dgsn_c + 1.0 pppi_c,0.0,1000.0,Nucleotide Salvage Pathway
NTPTP2,1.0 h2o_c + 1.0 gtp_c -> 1.0 pppi_c + 1.0 gsn_c,0.0,1000.0,Nucleotide Salvage Pathway
O2tex,1.0 o2_e -> 1.0 o2_p,0,1000.0,"Transport, Outer Membrane Porin"
O2tpp,1.0 o2_p -> 1.0 o2_c,0,1000.0,Inorganic Ion Transport and Metabolism
